file,localUrl,productionUrl,title,description,keywords,ogTitle,ogUrl,sizeBytes,lines
"churches\epiphany-anglican-church.html","http://localhost:8000/churches/epiphany-anglican-church.html","https://upperroomdfw.com/churches/epiphany-anglican-church.html","Epiphany Anglican Church | Plano, TX | Upper Room DFW","Epiphany Anglican Church in Plano — liturgical Anglican community cherishing ancient-future worship, thoughtful preaching, arts ministry, and neighborhood engagement.","","","https://upperroomdfw.com/churches/epiphany-anglican-church.html","3115","40"
"churches\first-baptist-arlington.html","http://localhost:8000/churches/first-baptist-arlington.html","https://upperroomdfw.com/churches/first-baptist-arlington.html","First Baptist Arlington | Arlington, TX | Upper Room DFW","First Baptist Arlington — historic downtown church since 1873 offering both traditional and contemporary services with excellent children","","","https://upperroomdfw.com/churches/first-baptist-arlington.html","3120","40"
"churches\grace-city-church.html","http://localhost:8000/churches/grace-city-church.html","https://upperroomdfw.com/churches/grace-city-church.html","Grace City Church | Frisco, TX | Upper Room DFW","Dynamic, Spirit-filled church passionate about next-gen ministry and city transformation in Frisco. | Listed on Upper Room DFW — the local church directory for Dallas-Fort Worth.","","Grace City Church — Frisco","https://upperroomdfw.com/churches/grace-city-church.html","7617","141"
"churches\grace-community-church-plano.html","http://localhost:8000/churches/grace-community-church-plano.html","https://upperroomdfw.com/churches/grace-community-church-plano.html","Grace Community Church Plano | Plano, TX | Upper Room DFW","Grace Community Church Plano — contemporary worship, deep teaching, and thriving young adult and singles community in Plano, Texas.","","","https://upperroomdfw.com/churches/grace-community-church-plano.html","1838","24"
"churches\grace-korean-church.html","http://localhost:8000/churches/grace-korean-church.html","https://upperroomdfw.com/churches/grace-korean-church.html","Grace Korean Church of DFW | Carrollton, TX | Upper Room DFW","Multigenerational Korean-American church with powerful worship, solid teaching, and strong emphasis on family and education. | Listed on Upper Room DFW — the local church directory for Dallas-Fort Worth.","","Grace Korean Church of DFW — Carrollton","https://upperroomdfw.com/churches/grace-korean-church.html","7975","141"
"churches\hands-of-compassion-outreach.html","http://localhost:8000/churches/hands-of-compassion-outreach.html","https://upperroomdfw.com/churches/hands-of-compassion-outreach.html","Hands of Compassion Outreach | Mesquite, TX | Upper Room DFW","Hands of Compassion Outreach — mobile food pantry, clothing, job training serving East Dallas and Mesquite. Partners with 27 local churches.","","","https://upperroomdfw.com/churches/hands-of-compassion-outreach.html","3703","45"
"churches\hispanic-family-church-arlington.html","http://localhost:8000/churches/hispanic-family-church-arlington.html","https://upperroomdfw.com/churches/hispanic-family-church-arlington.html","Iglesia Familiar Arlington | Arlington, TX | Upper Room DFW","Iglesia Familiar Arlington (Hispanic Family Church) — vibrant Spanish-speaking congregation serving the Latino community with powerful worship and strong family focus.","","","https://upperroomdfw.com/churches/hispanic-family-church-arlington.html","3144","40"
"churches\hope-and-healing-ministry-center.html","http://localhost:8000/churches/hope-and-healing-ministry-center.html","https://upperroomdfw.com/churches/hope-and-healing-ministry-center.html","Hope &amp; Healing Ministry Center | Dallas, TX | Upper Room DFW","Hope &amp; Healing Ministry Center in Dallas offers Christian counseling, recovery programs, grief support, and marriage restoration. Partnering with DFW churches.","","Hope &amp; Healing Ministry Center — Dallas","https://upperroomdfw.com/churches/hope-and-healing-ministry-center.html","5007","58"
"churches\index.html","http://localhost:8000/churches/index.html","https://upperroomdfw.com/churches/index.html","Churches • Upper Room DFW Directory","Churches • Upper Room DFW Directory — Upper Room DFW, the trusted Dallas–Fort Worth church directory.","","","https://upperroomdfw.com/churches/index.html","533","5"
"churches\kingdom-builders-network.html","http://localhost:8000/churches/kingdom-builders-network.html","https://upperroomdfw.com/churches/kingdom-builders-network.html","Kingdom Builders Network | Garland, TX | Upper Room DFW","Kingdom Builders Network — network of pastors and leaders across DFW focused on church planting, leadership development, and city-wide impact. Monthly roundtables.","","","https://upperroomdfw.com/churches/kingdom-builders-network.html","3185","41"
"churches\lifepoint-church-richardson.html","http://localhost:8000/churches/lifepoint-church-richardson.html","https://upperroomdfw.com/churches/lifepoint-church-richardson.html","LifePoint Church Richardson | Richardson, TX | Upper Room DFW","LifePoint Church in Richardson — large modern congregation with excellent worship, practical teaching, and one of the strongest small group systems in DFW.","","","https://upperroomdfw.com/churches/lifepoint-church-richardson.html","3123","40"
"churches\new-bethel-missionary-baptist.html","http://localhost:8000/churches/new-bethel-missionary-baptist.html","https://upperroomdfw.com/churches/new-bethel-missionary-baptist.html","New Bethel Missionary Baptist Church | Dallas, TX | Upper Room DFW","Historic African-American congregation in South Dallas with powerful preaching, music ministry, and deep community roots. | Listed on Upper Room DFW — the local church directory for Dallas-Fort Worth.","","New Bethel Missionary Baptist Church — Dallas","https://upperroomdfw.com/churches/new-bethel-missionary-baptist.html","8015","141"
"churches\new-life-fellowship-irving.html","http://localhost:8000/churches/new-life-fellowship-irving.html","https://upperroomdfw.com/churches/new-life-fellowship-irving.html","New Life Fellowship Irving | Irving, TX | Upper Room DFW","Bilingual English/Spanish church in Irving, TX reaching internationals and diverse families.","","","https://upperroomdfw.com/churches/new-life-fellowship-irving.html","1727","24"
"churches\north-dallas-christian-fellowship.html","http://localhost:8000/churches/north-dallas-christian-fellowship.html","https://upperroomdfw.com/churches/north-dallas-christian-fellowship.html","North Dallas Christian Fellowship | Dallas, TX | Upper Room DFW","North Dallas Christian Fellowship — warm traditional church with deep roots, solid expository preaching, and caring community for all ages.","","","https://upperroomdfw.com/churches/north-dallas-christian-fellowship.html","3122","40"
"churches\restoration-house-frisco.html","http://localhost:8000/churches/restoration-house-frisco.html","https://upperroomdfw.com/churches/restoration-house-frisco.html","Restoration House Frisco | Frisco, TX | Upper Room DFW","Restoration House Frisco provides safe housing, trauma-informed counseling, and discipleship for women and children escaping domestic violence in the DFW area.","","","https://upperroomdfw.com/churches/restoration-house-frisco.html","3231","42"
"churches\sisters-of-hope-ministry.html","http://localhost:8000/churches/sisters-of-hope-ministry.html","https://upperroomdfw.com/churches/sisters-of-hope-ministry.html","Sisters of Hope Women's Ministry | Plano, TX | Upper Room DFW","Faith-based ministry empowering women through Bible study, mentorship, healing from trauma, and leadership development. | Listed on Upper Room DFW — the local church directory for Dallas-Fort Worth.","","Sisters of Hope Women","https://upperroomdfw.com/churches/sisters-of-hope-ministry.html","8024","141"
"churches\st-marys-catholic-parish.html","http://localhost:8000/churches/st-marys-catholic-parish.html","https://upperroomdfw.com/churches/st-marys-catholic-parish.html","St. Mary's Catholic Parish | Dallas, TX | Upper Room DFW","Historic Catholic parish in downtown Dallas with beautiful liturgy, strong community, and active social outreach. | Listed on Upper Room DFW — the local church directory for Dallas-Fort Worth.","","St. Mary","https://upperroomdfw.com/churches/st-marys-catholic-parish.html","7912","141"
"churches\the-grove-community-church.html","http://localhost:8000/churches/the-grove-community-church.html","https://upperroomdfw.com/churches/the-grove-community-church.html","The Grove Community Church | Arlington, TX | Upper Room DFW","The Grove Community Church in Arlington, TX — vibrant multi-generational church with powerful worship, excellent youth ministry, and deep community. Find service times and visit.","","The Grove Community Church — Arlington","https://upperroomdfw.com/churches/the-grove-community-church.html","6376","100"
"churches\the-house-network.html","http://localhost:8000/churches/the-house-network.html","https://upperroomdfw.com/churches/the-house-network.html","The House Network DFW | Multiple, TX | Upper Room DFW","Network of simple house churches focused on authentic community, discipleship, and neighborhood mission. | Listed on Upper Room DFW — the local church directory for Dallas-Fort Worth.","","The House Network DFW — Multiple","https://upperroomdfw.com/churches/the-house-network.html","7887","141"
"churches\the-sanctuary-worship-center.html","http://localhost:8000/churches/the-sanctuary-worship-center.html","https://upperroomdfw.com/churches/the-sanctuary-worship-center.html","The Sanctuary Worship Center | Dallas, TX | Upper Room DFW","The Sanctuary Worship Center — historic Dallas church focused on authentic worship, prayer, and serving South Dallas. Discover service times and community impact.","","The Sanctuary Worship Center — South Dallas","https://upperroomdfw.com/churches/the-sanctuary-worship-center.html","4524","56"
"churches\the-table-church.html","http://localhost:8000/churches/the-table-church.html","https://upperroomdfw.com/churches/the-table-church.html","The Table Church | Fort Worth, TX | Upper Room DFW","The Table Church in Fort Worth","","","https://upperroomdfw.com/churches/the-table-church.html","3362","45"
"churches\the-well-young-adults-dallas.html","http://localhost:8000/churches/the-well-young-adults-dallas.html","https://upperroomdfw.com/churches/the-well-young-adults-dallas.html","The Well Young Adults | DFW | Upper Room DFW","The Well Young Adults — movement of 18-30 year olds across DFW gathering for worship, deep community, and mission. Friday nights and house churches.","","","https://upperroomdfw.com/churches/the-well-young-adults-dallas.html","3018","40"
"churches\united-faith-chapel.html","http://localhost:8000/churches/united-faith-chapel.html","https://upperroomdfw.com/churches/united-faith-chapel.html","United Faith Chapel | Fort Worth, TX | Upper Room DFW","United Faith Chapel in Fort Worth — warm family church in the Cultural District with strong small groups and children","","","https://upperroomdfw.com/churches/united-faith-chapel.html","1911","29"
"churches\vibrant-life-church-frisco.html","http://localhost:8000/churches/vibrant-life-church-frisco.html","https://upperroomdfw.com/churches/vibrant-life-church-frisco.html","Vibrant Life Church | Frisco, TX | Upper Room DFW","Vibrant Life Church in Frisco — energetic, modern church with outstanding children","","","https://upperroomdfw.com/churches/vibrant-life-church-frisco.html","3039","40"
"claim-listing.html","http://localhost:8000/claim-listing.html","https://upperroomdfw.com/claim-listing.html","Claim Listing | Upper Room DFW","Claim your church or ministry listing on Upper Room DFW — verify ownership and manage your DFW directory profile.","","","https://upperroomdfw.com/claim-listing.html","2379","40"
"collections.html","http://localhost:8000/collections.html","https://upperroomdfw.com/collections.html","My Collections | Upper Room DFW","Save and organize favorite DFW churches and ministries into collections on Upper Room DFW.","","","https://upperroomdfw.com/collections.html","1695","34"
"contact.html","http://localhost:8000/contact.html","https://upperroomdfw.com/contact.html","Contact &amp; Submit a Listing | Upper Room DFW","Contact Upper Room DFW or submit your church, ministry, or event to the local DFW directory. All submissions are saved locally in your browser.","","","https://upperroomdfw.com/contact.html","12205","251"
"csv-import.html","http://localhost:8000/csv-import.html","https://upperroomdfw.com/csv-import.html","CSV Import / Export | Upper Room DFW","Import or export church directory data via CSV on the Upper Room DFW admin platform.","","","https://upperroomdfw.com/csv-import.html","2034","45"
"directory.html","http://localhost:8000/directory.html","https://upperroomdfw.com/directory.html","DFW Church Directory: Find Verified Churches in Dallas, Fort Worth &amp; Texas | Upper Room DFW","Discover 140+ verified DFW churches, ministries &amp; faith communities. Intelligent keyword search for families in Dallas, Fort Worth, Arlington, Plano &amp; all Texas areas. Find your spiritual home today.","DFW church directory, Dallas churches list, Fort Worth churches, Arlington churches directory, Plano churches, find a church DFW, local worship, Texas churches, Upper Room DFW","DFW Church Directory: Find Verified Churches in Dallas, Fort Worth &amp; Texas","https://upperroomdfw.com/directory.html","19367","301"
"email-updates.html","http://localhost:8000/email-updates.html","https://upperroomdfw.com/email-updates.html","Email Updates &amp; Digests | Upper Room DFW","Stay informed with weekly church listings, events, and stories from the DFW faith community.","","","https://upperroomdfw.com/email-updates.html","8377","188"
"embed.html","http://localhost:8000/embed.html","https://upperroomdfw.com/embed.html","Embed Directory","Embed the Upper Room DFW church directory on your website with a customizable widget.","","","https://upperroomdfw.com/embed.html","1101","28"
"events.html","http://localhost:8000/events.html","https://upperroomdfw.com/events.html","DFW Church Events 2025: Worship Nights, Conferences &amp; Community Gatherings | Upper Room DFW","Find upcoming DFW church events: worship nights, youth conferences, outreach in Dallas, Fort Worth, Arlington, Plano &amp; Texas. Filter &amp; RSVP for faith-based gatherings.","DFW church events, Dallas worship nights, Fort Worth conferences, Arlington family events, Texas church gatherings","DFW Church Events: Worship, Conferences &amp; Community in Texas","https://upperroomdfw.com/events.html","14721","291"
"feature-checklist.html","http://localhost:8000/feature-checklist.html","https://upperroomdfw.com/feature-checklist.html","Feature Checklist | Upper Room DFW Platform","Full feature checklist for the Upper Room DFW church directory SaaS platform — verify every capability.","","","https://upperroomdfw.com/feature-checklist.html","8325","143"
"features.html","http://localhost:8000/features.html","https://upperroomdfw.com/features.html","Features | Upper Room DFW — Powerful Church Directory Tools","Explore Upper Room DFW platform features — listings, maps, billing, CRM, training, SEO, and church member tools.","","","https://upperroomdfw.com/features.html","13465","194"
"field-builder.html","http://localhost:8000/field-builder.html","https://upperroomdfw.com/field-builder.html","Field Builder | Upper Room DFW","Build custom listing fields for DFW churches and ministries on Upper Room DFW.","","","https://upperroomdfw.com/field-builder.html","2480","43"
"form-builder.html","http://localhost:8000/form-builder.html","https://upperroomdfw.com/form-builder.html","Form Builder | Upper Room DFW","Create contact and lead capture forms for church listings on Upper Room DFW.","","","https://upperroomdfw.com/form-builder.html","1268","25"
"go.html","http://localhost:8000/go.html","https://upperroomdfw.com/go.html","Redirecting...","Short-link redirect for Upper Room DFW directory listings, events, and campaigns.","","","https://upperroomdfw.com/go.html","1233","30"
"index.html","http://localhost:8000/index.html","https://upperroomdfw.com/","Upper Room DFW | Discover Local Churches in Dallas-Fort Worth","The trusted local directory for churches, ministries, and faith communities across Dallas, Fort Worth, Arlington, Plano, Frisco, and the entire DFW metroplex. Find your spiritual home.","DFW churches, Dallas churches, Fort Worth churches, Arlington churches, Plano churches, Frisco churches, local church directory, find a church in DFW, Upper Room DFW","Upper Room DFW | Local Church Directory for Dallas-Fort Worth","https://upperroomdfw.com/","50630","579"
"member-dashboard.html","http://localhost:8000/member-dashboard.html","https://upperroomdfw.com/member-dashboard.html","Church Member Dashboard | Upper Room DFW","Manage your DFW church listing, leads, training, and billing in one member portal.","","","https://upperroomdfw.com/member-dashboard.html","17140","282"
"messages.html","http://localhost:8000/messages.html","https://upperroomdfw.com/messages.html","Messages & Notifications | Upper Room DFW","Member messages and notifications for church partners on Upper Room DFW.","","","https://upperroomdfw.com/messages.html","2113","44"
"page-builder.html","http://localhost:8000/page-builder.html","https://upperroomdfw.com/page-builder.html","Page Builder | Upper Room DFW","Drag-and-drop page builder for church listing pages on Upper Room DFW.","","","https://upperroomdfw.com/page-builder.html","928","21"
"pricing.html","http://localhost:8000/pricing.html","https://upperroomdfw.com/pricing.html","Pricing for Churches | Upper Room DFW Local Directory","Affordable pricing plans for churches and ministries to be listed and featured in the Upper Room DFW local church directory.","","","https://upperroomdfw.com/pricing.html","13817","241"
"privacy-policy.html","http://localhost:8000/privacy-policy.html","https://upperroomdfw.com/privacy-policy.html","Privacy Policy | Upper Room DFW","Privacy Policy for Upper Room DFW — how we collect, use, and protect your data on our DFW church directory.","","","https://upperroomdfw.com/privacy-policy.html","5018","97"
"register.html","http://localhost:8000/register.html","https://upperroomdfw.com/register.html","Register Your Church | Upper Room DFW — Local Directory","Register your church or ministry with Upper Room DFW. Get listed in the most trusted local church directory for Dallas-Fort Worth.","","","https://upperroomdfw.com/register.html","9803","203"
"shortcode-builder.html","http://localhost:8000/shortcode-builder.html","https://upperroomdfw.com/shortcode-builder.html","Shortcode Builder | Upper Room DFW","Generate directory shortcodes for listings, maps, and search widgets on Upper Room DFW.","","","https://upperroomdfw.com/shortcode-builder.html","2343","41"
"signup.html","http://localhost:8000/signup.html","https://upperroomdfw.com/signup.html","Sign Up | Upper Room DFW","Create your Upper Room DFW account to register a church, manage listings, and access the member portal.","","","https://upperroomdfw.com/signup.html","3348","63"
"submit-listing.html","http://localhost:8000/submit-listing.html","https://upperroomdfw.com/submit-listing.html","Submit Listing | Upper Room DFW","Submit a church, ministry, or event to the Upper Room DFW directory for DFW families to discover.","","","https://upperroomdfw.com/submit-listing.html","4260","66"
"support.html","http://localhost:8000/support.html","https://upperroomdfw.com/support.html","Support | Upper Room DFW","Get help with your Upper Room DFW listing, billing, or member portal — contact support.","","","https://upperroomdfw.com/support.html","1851","38"
"templates.html","http://localhost:8000/templates.html","https://upperroomdfw.com/templates.html","Listing Templates | Upper Room DFW","Choose single-page and multipage listing templates for DFW churches on Upper Room DFW.","","","https://upperroomdfw.com/templates.html","1699","30"
"templates\multi\premium-multipage.html","http://localhost:8000/templates/multi/premium-multipage.html","https://upperroomdfw.com/templates/multi/premium-multipage.html","Listing | Upper Room DFW","Upper Room DFW &quot;premium-multipage&quot; multipage listing template for churches across Dallas–Fort Worth.","","","https://upperroomdfw.com/templates/multi/premium-multipage.html","2838","47"
"templates\multi\standard-multipage.html","http://localhost:8000/templates/multi/standard-multipage.html","https://upperroomdfw.com/templates/multi/standard-multipage.html","Listing | Upper Room DFW","Upper Room DFW &quot;standard-multipage&quot; multipage listing template for churches across Dallas–Fort Worth.","","","https://upperroomdfw.com/templates/multi/standard-multipage.html","2844","47"
"templates\single\card.html","http://localhost:8000/templates/single/card.html","https://upperroomdfw.com/templates/single/card.html","Listing | Upper Room DFW","Upper Room DFW &quot;card&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/card.html","2531","47"
"templates\single\catholic.html","http://localhost:8000/templates/single/catholic.html","https://upperroomdfw.com/templates/single/catholic.html","Listing | Upper Room DFW","Upper Room DFW &quot;catholic&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/catholic.html","2555","47"
"templates\single\classic.html","http://localhost:8000/templates/single/classic.html","https://upperroomdfw.com/templates/single/classic.html","Listing | Upper Room DFW","Upper Room DFW &quot;classic&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/classic.html","2549","47"
"templates\single\dark.html","http://localhost:8000/templates/single/dark.html","https://upperroomdfw.com/templates/single/dark.html","Listing | Upper Room DFW","Upper Room DFW &quot;dark&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/dark.html","2531","47"
"templates\single\event.html","http://localhost:8000/templates/single/event.html","https://upperroomdfw.com/templates/single/event.html","Listing | Upper Room DFW","Upper Room DFW &quot;event&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/event.html","2537","47"
"templates\single\fullwidth.html","http://localhost:8000/templates/single/fullwidth.html","https://upperroomdfw.com/templates/single/fullwidth.html","Listing | Upper Room DFW","Upper Room DFW &quot;fullwidth&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/fullwidth.html","2561","47"
"templates\single\hero.html","http://localhost:8000/templates/single/hero.html","https://upperroomdfw.com/templates/single/hero.html","Listing | Upper Room DFW","Upper Room DFW &quot;hero&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/hero.html","2531","47"
"templates\single\light.html","http://localhost:8000/templates/single/light.html","https://upperroomdfw.com/templates/single/light.html","Listing | Upper Room DFW","Upper Room DFW &quot;light&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/light.html","2537","47"
"templates\single\magazine.html","http://localhost:8000/templates/single/magazine.html","https://upperroomdfw.com/templates/single/magazine.html","Listing | Upper Room DFW","Upper Room DFW &quot;magazine&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/magazine.html","2555","47"
"templates\single\minimal.html","http://localhost:8000/templates/single/minimal.html","https://upperroomdfw.com/templates/single/minimal.html","Listing | Upper Room DFW","Upper Room DFW &quot;minimal&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/minimal.html","2549","47"
"templates\single\ministry.html","http://localhost:8000/templates/single/ministry.html","https://upperroomdfw.com/templates/single/ministry.html","Listing | Upper Room DFW","Upper Room DFW &quot;ministry&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/ministry.html","2555","47"
"templates\single\modern.html","http://localhost:8000/templates/single/modern.html","https://upperroomdfw.com/templates/single/modern.html","Listing | Upper Room DFW","Upper Room DFW &quot;modern&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/modern.html","2543","47"
"templates\single\network.html","http://localhost:8000/templates/single/network.html","https://upperroomdfw.com/templates/single/network.html","Listing | Upper Room DFW","Upper Room DFW &quot;network&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/network.html","2549","47"
"templates\single\outreach.html","http://localhost:8000/templates/single/outreach.html","https://upperroomdfw.com/templates/single/outreach.html","Listing | Upper Room DFW","Upper Room DFW &quot;outreach&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/outreach.html","2555","47"
"templates\single\sidebar.html","http://localhost:8000/templates/single/sidebar.html","https://upperroomdfw.com/templates/single/sidebar.html","Listing | Upper Room DFW","Upper Room DFW &quot;sidebar&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/sidebar.html","2549","47"
"templates\single\youth.html","http://localhost:8000/templates/single/youth.html","https://upperroomdfw.com/templates/single/youth.html","Listing | Upper Room DFW","Upper Room DFW &quot;youth&quot; single-page listing template for DFW churches and ministries.","","","https://upperroomdfw.com/templates/single/youth.html","2537","47"
"terms-of-service.html","http://localhost:8000/terms-of-service.html","https://upperroomdfw.com/terms-of-service.html","Terms of Service | Upper Room DFW","Terms of Service for Upper Room DFW — rules and guidelines for using our DFW church directory platform.","","","https://upperroomdfw.com/terms-of-service.html","4841","97"
"training.html","http://localhost:8000/training.html","https://upperroomdfw.com/training.html","Training &amp; Onboarding | Upper Room DFW","Interactive training and onboarding for church partners on Upper Room DFW — SEO, leads, and visibility.","","","https://upperroomdfw.com/training.html","8544","158"
"upper-room-dfw-complete.html","http://localhost:8000/upper-room-dfw-complete.html","https://upperroomdfw.com/upper-room-dfw-complete.html","Upper Room DFW | Premium DFW Church Directory - Find Your Faith Community in Dallas, Fort Worth, Arlington, Plano &amp; Texas","Discover 140+ verified churches, ministries &amp; faith communities across Dallas, Fort Worth, Arlington, Plano, Frisco &amp; all DFW Texas areas. The Upper Room DFW directory helps families find their perfect spiritual home with intelligent keyword search, events and community connections.","","Upper Room DFW | Premium DFW Church Directory","https://upperroomdfw.com/upper-room-dfw-complete.html","108467","944"
"user-directory.html","http://localhost:8000/user-directory.html","https://upperroomdfw.com/user-directory.html","User Directory | Upper Room DFW","Browse registered church members and partners in the Upper Room DFW platform directory.","","","https://upperroomdfw.com/user-directory.html","1467","27"
"widgets.html","http://localhost:8000/widgets.html","https://upperroomdfw.com/widgets.html","Directory Widgets | Upper Room DFW","Directory widgets for search, categories, maps, and featured listings on Upper Room DFW.","","","https://upperroomdfw.com/widgets.html","1974","37"
